,Id,Name,AdmArea,District,Address,HelpPhone,Latitude,Longitude,NameSummer,понедельник,вторник,среда,четверг,пятница,суббота,воскресенье,Type
241,242,Колледж физической культуры и спорта «Спарта»,Западный административный округ,район Кунцево,"улица Маршала Тимошенко, дом 36, корпус 2",(499) 141-90-22,55.747574746,37.401354155,зал спортивный №3,08:30-21:00,08:30-21:00,08:30-21:00,08:30-21:00,08:30-21:00,08:30-21:00,закрыто,sport_gym
242,243,Досуговый центр «Детско-юношеский клуб каратэ «Маяк»,Северо-Восточный административный округ,район Отрадное,"Алтуфьевское шоссе, дом 34, корпус 2",(499) 904-01-81,55.868080994,37.589246588,зал спортивный,15:00-22:00,15:00-22:00,15:00-22:00,15:00-22:00,15:00-22:00,15:00-22:00,15:00-22:00,sport_gym
243,244,Гимнастический зал ЦСКА,Северный административный округ,Хорошёвский район,"Ленинградский проспект, дом 39, строение 11",(495) 613-18-77,55.795792924,37.538628429,зал спортивный №3,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,sport_gym
244,245,Физкультурно-оздоровительный комплекс «Вороново»,Троицкий административный округ,поселение Вороновское,"поселение Вороновское, посёлок ЛМС, микрорайон ""Центральный"", дом 40, строение 1",(495) 592-46-78,55.312707839,37.181774216,зал спортивный №2,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,sport_gym
245,246,Спортивный комплекс с бассейном «На Ереванской»,Южный административный округ,район Царицыно,"Ереванская улица, дом 20, корпус 2, строение 1",(499) 613-94-76,55.628634435,37.673654959,"зал спортивный №1, «зал хореографии»",09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,sport_gym
246,247,Досуговый центр «Клуб модельных видов спорта г. Москвы ДОСААФ России»,Северный административный округ,Войковский район,"улица Адмирала Макарова, дом 4, строение 2",(926) 236-48-99,55.833031,37.493569,зал спортивный,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,закрыто,закрыто,sport_gym
247,248,Спортивный комплекс «Дельфин» (физкультурно-оздоровительный комплекс на ул. Некрасовской),Юго-Восточный административный округ,район Некрасовка,"Некрасовская улица, дом 8",(499) 211-20-61,55.680419262,37.925908238,зал спортивный малый,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,sport_gym
248,249,Фитнес-клуб «Х-Фит Флотская»,Северный административный округ,район Левобережный,"Флотская улица, дом 5, корпус Б",(495) 748-16-44,55.851868183,37.491688155,зал спортивный №1,07:00-23:59,07:00-23:59,07:00-23:59,07:00-23:59,07:00-23:59,08:00-23:00,08:00-23:00,sport_gym
249,250,ГБУ г. Москвы МЦ Галактика филиал центра «Центр досуга и творчества «Огонек»,Западный административный округ,район Фили-Давыдково,"улица Герасима Курина, дом 44",(499) 144-55-19,55.730862059,37.461605712,спортивный зал,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,sport_gym
250,251,Спортивный комплекс с бассейном «На Ереванской»,Южный административный округ,район Царицыно,"Ереванская улица, дом 20, корпус 2, строение 1",(499) 613-94-76,55.628725485,37.673386738,зал спортивный №2,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,sport_gym
251,252,Центр единоборств «Борец»,Западный административный округ,район Ново-Переделкино,"Боровское шоссе, дом 37, корпус 1",(495) 733-57-67,55.639542825,37.359433819,зал спортивный №2,08:30-22:30,08:30-22:30,08:30-22:30,08:30-22:30,08:30-22:30,08:30-22:30,закрыто,sport_gym
252,253,Колледж физической культуры и спорта «Спарта»,Западный административный округ,район Кунцево,"улица Маршала Тимошенко, дом 36, корпус 2",(499) 141-90-22,55.747683673,37.402241966,зал спортивный №2,08:30-21:00,08:30-21:00,08:30-21:00,08:30-21:00,08:30-21:00,08:30-21:00,закрыто,sport_gym
253,254,Гимнастический зал ЦСКА,Северный административный округ,Хорошёвский район,"Ленинградский проспект, дом 39, строение 11",(495) 613-18-77,55.795765726,37.538982481,зал спортивный №2,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,sport_gym
254,255,Муниципальное бюджетное учреждение досуговый центр «Родник»,Северный административный округ,Головинский район,"Солнечногорская улица, дом 17",(495) 456-40-04,55.861801788,37.519667336,зал спортивный,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,sport_gym
255,256,Спортивный комплекс «Сокол»,Северный административный округ,район Сокол,"Волоколамское шоссе, дом 12",(499) 158-58-01,55.809443897,37.495530341,зал спортивный №4,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-15:00,закрыто,sport_gym
256,257,Спортивный комплекс «Дельфин» (физкультурно-оздоровительный комплекс на ул. Некрасовской),Юго-Восточный административный округ,район Некрасовка,"Некрасовская улица, дом 8",(499) 211-20-61,55.680429871,37.925709755,зал спортивный большой,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,sport_gym
257,258,Досуговый центр «Снежинка»,Северный административный округ,Войковский район,"2-й Новоподмосковный переулок, дом 3",(499) 159-21-33,55.817758748,37.509521708,зал спортивный,13:00-21:00,13:00-21:00,13:00-21:00,13:00-21:00,13:00-21:00,13:00-21:00,закрыто,sport_gym
258,259,Досуговый центр «Сабуровец»,Южный административный округ,район Москворечье-Сабурово,"Каширское шоссе, дом 57, корпус 5",(495) 344-67-13,55.637639725,37.697816932,зал спортивный,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,sport_gym
259,260,Гимнастический зал ЦСКА,Северный административный округ,Хорошёвский район,"Ленинградский проспект, дом 39, строение 11",(495) 613-18-77,55.795968636,37.538484695,зал спортивный №1,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,sport_gym
260,261,Центр культуры «Хорошевский»,Северный административный округ,Хорошёвский район,"улица Куусинена, дом 7, корпус 1",(495) 941-54-25,55.780183435,37.515315908,зал спортивный,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,sport_gym
261,262,Колледж физической культуры и спорта «Спарта»,Западный административный округ,район Кунцево,"улица Маршала Тимошенко, дом 36, корпус 2",(499) 141-90-22,55.747420432,37.401836953,зал спортивный №1,08:30-21:00,08:30-21:00,08:30-21:00,08:30-21:00,08:30-21:00,08:30-21:00,закрыто,sport_gym
