,Name,AdmArea,District,Address,HelpPhone,Latitude,Longitude,NameSummer,понедельник,вторник,среда,четверг,пятница,суббота,воскресенье,Type
2930,Досуговый центр «Альянс»,Юго-Восточный административный округ,район Выхино-Жулебино,"Пронская улица, дом 9, корпус 2",(977) 683-62-96,55.700483,37.848142,зал спортивный,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,sport_gym
2931,Спортивный комплекс образовательного учреждения,Юго-Восточный административный округ,район Лефортово,"Ухтомская улица, дом 12",(963) 976-22-28,55.769433,37.712668,зал спортивный,08:30-15:30,08:30-15:30,08:30-15:30,08:30-15:30,08:30-15:30,закрыто,закрыто,sport_gym
2932,Спортивный комплекс учреждения социальной защиты населения «Пансионат для ветеранов труда № 29»,Западный административный округ,район Очаково-Матвеевское,"Нежинская улица, дом 2",(495) 442-54-91,55.716535082,37.473198751,зал спортивный,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,sport_gym
2933,Фитнес-клуб «Премьер-спорт»,Западный административный округ,район Раменки,"улица Улофа Пальме, дом 5, строение 2",(499) 112-22-98,55.717433305,37.509463284,зал спортивный №6,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,09:00-23:00,09:00-23:00,sport_gym
2934,Фитнес-клуб «Премьер-спорт»,Западный административный округ,район Раменки,"улица Улофа Пальме, дом 5, строение 2",(499) 112-22-98,55.717433305,37.509463284,зал спортивный №7,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,09:00-23:00,09:00-23:00,sport_gym
2935,Фитнес-клуб «Академия спорта»,Юго-Восточный административный округ,район Марьино,"Новочеркасский бульвар, дом 10, корпус 1",(495) 780-55-14,55.645877913,37.71623359,зал спортивный №2,07:00-23:55,07:00-23:55,07:00-23:55,07:00-23:55,07:00-23:55,09:00-21:00,09:00-21:00,sport_gym
2936,Клуб бокса «Рыцарь-ФОК»,Юго-Восточный административный округ,район Марьино,"Донецкая улица, дом 4, корпус 2",(926) 412-90-10,55.652062735,37.715862473,зал спортивный,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,sport_gym
2937,Гимнастический клуб им.Михаила Воронина,Юго-Восточный административный округ,район Выхино-Жулебино,"улица Авиаконструктора Миля, дом 13, корпус 1",(499) 755-82-64,55.681733,37.857355,зал спортивный,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,закрыто,sport_gym
2938,Физкультурно-оздоровительный комплекс «Комета» на Велозаводской,Юго-Восточный административный округ,Южнопортовый район,"Велозаводская улица, дом 5",(495) 675-07-01,55.715781926,37.672457383,"зал спортивный, «танцевальный зал»",07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,sport_gym
2939,Спортивный зал «Никучадзе халл оф флейм»,Северо-Западный административный округ,район Покровское-Стрешнево,"Тушинская улица, дом 17",(495) 220-36-33,55.826665,37.44479,зал спортивный,07:30-22:30,07:30-22:30,07:30-22:30,07:30-22:30,07:30-22:30,07:30-22:30,07:30-22:30,sport_gym
2940,Фитнес-клуб «Пауэр зон»,Северо-Восточный административный округ,Бабушкинский район,"улица Лётчика Бабушкина, дом 17, корпус 1",(495) 988-99-28,55.864368207,37.673449748,"зал спортивный №2, «групповых программ»",07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,08:00-22:00,08:00-22:00,sport_gym
2941,Фитнес-клуб «Пауэр зон»,Северо-Восточный административный округ,Бабушкинский район,"улица Лётчика Бабушкина, дом 17, корпус 1",(495) 988-99-28,55.864396717,37.67363602,зал спортивный №1,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,08:00-22:00,08:00-22:00,sport_gym
2942,Фитнес-клуб «Виннер Фитнес»,Юго-Восточный административный округ,район Текстильщики,"8-я улица Текстильщиков, дом 8",(499) 178-60-18,55.704047,37.740498,"зал спортивный, «Кардиозона»",07:00-23:55,07:00-23:55,07:00-23:55,07:00-23:55,07:00-23:55,09:00-23:00,09:00-23:00,sport_gym
2943,Спортивный комплекс учреждения социальной защиты населения «Городское клубное пространство «Мой социальный центр» в районе Южное Бутово»,Юго-Западный административный округ,район Южное Бутово,"Венёвская улица, дом 2",(495) 716-36-72,55.550203,37.541773,зал спортивный,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,sport_gym
2944,Фитнес-клуб «Олимпик»,Северо-Восточный административный округ,район Южное Медведково,"Полярная улица, дом 10, строение 1",(495) 748-82-58,55.874394475,37.638549805,зал спортивный,07:00-23:30,07:00-23:30,07:00-23:30,07:00-23:30,07:00-23:30,08:00-22:00,08:00-22:00,sport_gym
2945,Досуговый центр «Городское клубное пространство «Мой социальный центр» в районе Ломоносовский»,Юго-Западный административный округ,Ломоносовский район,"улица Крупской, дом 9А",(495) 132-70-09,55.682772,37.527885,зал спортивный,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,sport_gym
2946,Спортивный комплекс учреждения социальной защиты населения «Территориальный центр социального обслуживания «Зюзино» филиал «Котловка»,Юго-Западный административный округ,район Котловка,"Нагорная улица, дом 11, корпус 2",(495) 613-35-15,55.679423,37.609335,зал спортивный,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-16:45,09:00-16:45,10:00-21:00,sport_gym
2947,Спортивный зал ГБУ «Наш мир»,Юго-Восточный административный округ,район Люблино,"Ставропольская улица, дом 15, корпус 2, строение 2",(916) 107-36-04,55.681603,37.751262,зал спортивный,15:00-20:00,14:00-20:00,закрыто,15:00-20:00,15:00-20:00,12:00-20:00,закрыто,sport_gym
2948,Спортивный зал КСЦ «Успех»,Юго-Восточный административный округ,район Марьино,"Батайский проезд, дом 3",(495) 658-91-21,55.643052,37.710216,зал спортивный,10:00-22:00,07:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,sport_gym
2949,Женская студия фитнес-тренировок «ЛедиФерст»,Северо-Восточный административный округ,район Ростокино,"проспект Мира, дом 188Б, корпус 3",(916) 633-97-29,55.835483,37.658338,зал спортивный №2,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-14:00,закрыто,sport_gym
2950,Спортивный зал «Таэквон»,Юго-Восточный административный округ,район Кузьминки,"Батайский проезд, дом 47",(926) 526-36-78,55.707699757,37.752652521,зал спортивный,16:00-21:00,16:00-21:00,16:00-21:00,16:00-21:00,16:00-21:00,16:00-21:00,закрыто,sport_gym
2951,Физкультурно-оздоровительный комплекс Московской государственной академии ветеринарной медицины и биотехнологии им. К.И. Скрябина,Юго-Восточный административный округ,район Выхино-Жулебино,"улица Академика Скрябина, дом 23, строение 2",(495) 377-72-84,55.700547439,37.792972003,зал спортивный №4,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,закрыто,sport_gym
2952,Физкультурно-оздоровительный комплекс Московской государственной академии ветеринарной медицины и биотехнологии им. К.И. Скрябина,Юго-Восточный административный округ,район Выхино-Жулебино,"улица Академика Скрябина, дом 23, строение 2",(495) 377-72-84,55.700473218,37.793092703,зал спортивный №3,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,закрыто,sport_gym
2953,Физкультурно-оздоровительный комплекс Московской государственной академии ветеринарной медицины и биотехнологии им. К.И. Скрябина,Юго-Восточный административный округ,район Выхино-Жулебино,"улица Академика Скрябина, дом 23, строение 2",(495) 377-72-84,55.700597524,37.793149083,зал спортивный №1,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,закрыто,sport_gym
2954,Физкультурно-оздоровительный комплекс Московской государственной академии ветеринарной медицины и биотехнологии им. К.И. Скрябина,Юго-Восточный административный округ,район Выхино-Жулебино,"улица Академика Скрябина, дом 23, строение 2",(495) 377-72-84,55.700403541,37.793111478,зал спортивный №2,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,закрыто,sport_gym
2955,Спортивный комплекс Государственного университета управления,Юго-Восточный административный округ,район Выхино-Жулебино,"Рязанский проспект, дом 99, корпус 7",(495) 371-98-33,55.714095,37.811528,зал спортивный №6,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,sport_gym
2956,Спортивный комплекс Государственного университета управления,Юго-Восточный административный округ,район Выхино-Жулебино,"Рязанский проспект, дом 99, корпус 7",(495) 371-98-33,55.713967814,37.812598077,зал спортивный №4,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,sport_gym
2957,Спортивный комплекс Государственного университета управления,Юго-Восточный административный округ,район Выхино-Жулебино,"Рязанский проспект, дом 99, корпус 7",(495) 371-98-33,55.714051094,37.812949446,зал спортивный №2,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,sport_gym
2958,Спортивный комплекс Государственного университета управления,Юго-Восточный административный округ,район Выхино-Жулебино,"Рязанский проспект, дом 99, корпус 7",(495) 371-98-33,55.714023839,37.812834111,зал спортивный №3,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,sport_gym
2959,Спортивный комплекс Государственного университета управления,Юго-Восточный административный округ,район Выхино-Жулебино,"Рязанский проспект, дом 99, корпус 7",(495) 371-98-33,55.713936016,37.812480059,зал спортивный №1,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,sport_gym
2960,Центр гимнастики «Ю вэйс»,Восточный административный округ,район Соколиная Гора,"шоссе Энтузиастов, дом 31, строение 1",(495) 172-61-24,55.762244808,37.748745494,зал спортивный,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,sport_gym
2961,Центр гимнастики «Ю вэйс»,Восточный административный округ,район Соколиная Гора,"шоссе Энтузиастов, дом 31, строение 1",(495) 172-61-24,55.762259762,37.748713746,"зал спортивный, «Паркур»",10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,sport_gym
2962,Спортивный клуб «АФГспейс»,Восточный административный округ,район Измайлово,"Первомайская улица, дом 42, корпус 2",(495) 005-20-15,55.792387,37.786442,зал спортивный №1,15:00-22:00,15:00-22:00,15:00-22:00,15:00-22:00,15:00-22:00,11:00-15:00,11:00-15:00,sport_gym
2963,Фитнес-клуб «МайФитЛаб»,Центральный административный округ,Тверской район,"Страстной бульвар, дом 10, строение 1",(499) 877-45-51,55.766170959,37.611535423,зал спортивный №3,06:30-00:00,06:30-00:00,06:30-00:00,06:30-00:00,06:30-00:00,08:00-00:00,08:00-00:00,sport_gym
2964,Спортивный зал Общероссийской физкультурно-спортивной общественной организации «Союз Киокушин Каратэ России»,Юго-Восточный административный округ,Нижегородский район,"3-я Карачаровская улица, дом 6, корпус 2",(910) 493-83-47,55.733239,37.746256,зал спортивный,16:00-21:00,закрыто,16:00-21:00,закрыто,16:00-21:00,закрыто,закрыто,sport_gym
2965,Фитнес-клуб «Мультиспорт»,Центральный административный округ,район Хамовники,"улица Лужники, дом 24, строение 10",(495) 788-16-98,55.721685153,37.549925787,"зал спортивный №7, «гольф-центр»",08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,sport_gym
2966,Фитнес-клуб «Номер один фит»,Восточный административный округ,район Косино-Ухтомский,"Лухмановская улица, дом 5",(495) 642-47-47,55.713126,37.899024,зал спортивный №1,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,sport_gym
2967,Фитнес-клуб «Номер один фит»,Восточный административный округ,район Косино-Ухтомский,"Лухмановская улица, дом 5",(495) 642-47-47,55.713126,37.899024,"зал спортивный, «Настольный теннис»",круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,sport_gym
2968,Школа танцев «АрмениКаса»,Зеленоградский административный округ,район Крюково,"город Зеленоград, корпус 1650",(499) 390-58-63,55.970880538,37.161237842,зал спортивный №1,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,sport_gym
2969,Спортивный зал «Айкидо Кенаге»,Юго-Восточный административный округ,район Люблино,"Летняя улица, дом 6",(965) 218-49-75,55.68792,37.744781,зал спортивный,закрыто,16:30-20:00,закрыто,16:30-20:00,закрыто,закрыто,закрыто,sport_gym
2970,Фитнес-клуб «Свобода фитнеса»,Северо-Западный административный округ,район Покровское-Стрешнево,"улица Водников, дом 2, строение 2",(495) 260-80-88,55.818445105,37.44799027,зал спортивный №2,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,09:00-22:00,09:00-22:00,sport_gym
2971,Фитнес-клуб «Свобода фитнеса»,Северо-Западный административный округ,район Покровское-Стрешнево,"улица Водников, дом 2, строение 2",(495) 260-80-88,55.818275622,37.447761065,зал спортивный №1,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,09:00-22:00,09:00-22:00,sport_gym
2972,Фитнес-клуб «Ворлд класс» Щелковский,Восточный административный округ,район Гольяново,"Щёлковское шоссе, дом 75, строение 2",(495) 788-00-00,55.810831701,37.79981174,"зал спортивный №1, «групповых программ»",07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,09:00-00:00,09:00-00:00,sport_gym
2973,Фитнес-клуб «Ворлд класс» Щелковский,Восточный административный округ,район Гольяново,"Щёлковское шоссе, дом 75, строение 2",(495) 788-00-00,55.811065225,37.799963714,зал спортивный №2,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,09:00-00:00,09:00-00:00,sport_gym
2974,Фитнес-клуб «Территория фитнеса» Новокосино,Восточный административный округ,район Косино-Ухтомский,"Салтыковская улица, дом 8, строение 18",(495) 542-62-00,55.72768,37.860357,"зал спортивный №4, «Единоборств»",07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,09:00-23:00,09:00-23:00,sport_gym
2975,Фитнес-клуб «Территория фитнеса» Новокосино,Восточный административный округ,район Косино-Ухтомский,"Салтыковская улица, дом 8, строение 18",(495) 542-62-00,55.72768,37.860357,"зал спортивный №3, «групповых программ»",07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,09:00-23:00,09:00-23:00,sport_gym
2976,Школа фигурного катания «МИЦ Арена»,Новомосковский административный округ,поселение Сосенское,"посёлок Толстопальцево, Луговая улица, дом 29, строение 1",(926) 755-04-13,55.538352646,37.460346882,зал спортивный №2,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,sport_gym
2977,Школа фигурного катания «МИЦ Арена»,Новомосковский административный округ,поселение Сосенское,"посёлок Толстопальцево, Луговая улица, дом 29, строение 1",(926) 755-04-13,55.538585361,37.460411255,зал спортивный №1,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,sport_gym
2978,Спортивный комплекс «Торпедо» им. Э.А. Стрельцова,Южный административный округ,Даниловский район,"Восточная улица, дом 4, строение 4",(495) 620-35-56,55.715271202,37.659136347,"зал спортивный №3, «Универсальный»",08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,sport_gym
2979,Клуб единоборств «Рокки»,Западный административный округ,район Тропарёво-Никулино,"улица Покрышкина, дом 3",(495) 119-72-08,55.663294,37.47033,зал спортивный №2,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,sport_gym
2980,Клуб единоборств «Рокки»,Западный административный округ,район Тропарёво-Никулино,"улица Покрышкина, дом 3",(495) 119-72-08,55.663294,37.47033,зал спортивный №1,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,sport_gym
2981,Физкультурно-оздоровительный комплекс «Арктика»,Западный административный округ,район Ново-Переделкино,"Новоорловская улица, дом 7",(499) 444-36-50,55.632237852,37.36868631,зал спортивный,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,sport_gym
2982,Спортивный комплекс образовательного учреждения,Западный административный округ,район Филёвский Парк,"Большая Филёвская улица, дом 25",(495) 150-37-53,55.745073,37.488754,зал спортивный,08:00-09:00,08:00-09:00,08:00-09:00,08:00-09:00,08:00-09:00,08:00-09:00,08:00-09:00,sport_gym
2983,Боксерский клуб «Москоу боксинг»,Юго-Западный административный округ,район Южное Бутово,"Изюмская улица, дом 22, корпус 3",(495) 201-34-38,55.55194,37.557197,зал спортивный,14:00-20:00,14:00-16:00,14:00-16:00,14:00-16:00,14:00-20:00,08:00-10:00,закрыто,sport_gym
2984,Спортивный клуб «МФК»,Юго-Восточный административный округ,район Выхино-Жулебино,"Ташкентская улица, дом 15, корпус 2, строение 2",(903) 688-23-23,55.703048,37.817627,зал спортивный,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,закрыто,закрыто,sport_gym
2985,Спортивный зал «Спортивный танцевальный клуб Грэгори-ТАСС»,Юго-Восточный административный округ,район Люблино,"Кубанская улица, дом 29",(969) 051-44-93,55.684539,37.742941,зал спортивный,08:30-21:00,08:30-21:00,08:30-21:00,08:30-21:00,08:30-21:00,08:30-21:00,08:30-21:00,sport_gym
2986,Клуб единоборств «Ермак»,Юго-Западный административный округ,Обручевский район,"улица Обручева, дом 23, корпус 3",(926) 658-08-08,55.657672,37.529412,зал спортивный,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,sport_gym
2987,Спортивный зал детского клуба «Малина»,Восточный административный округ,район Новокосино,"Новокосинская улица, дом 20, корпус 1",(968) 561-44-00,55.739645,37.859938,"зал спортивный, «хореографический»",08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,закрыто,закрыто,sport_gym
2988,Спортивный зал «На моде джим»,Северный административный округ,район Восточное Дегунино,"Дубнинская улица, дом 12А",(985) 190-67-06,55.864162,37.566647,"зал спортивный, «борцовский»",07:30-23:30,07:30-23:30,07:30-23:30,07:30-23:30,07:30-23:30,07:30-23:30,закрыто,sport_gym
2989,Фитнес-клуб «Эм энд Джи»,Западный административный округ,район Крылатское,"Рублёвское шоссе, дом 48/1",(495) 662-99-50,55.754072128,37.405912856,зал спортивный №1,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,09:00-22:00,09:00-22:00,sport_gym
2990,Фитнес-клуб «Олимпик стар»,Западный административный округ,район Филёвский Парк,"Рублёвское шоссе, дом 10",(495) 320-94-00,55.738691108,37.440626221,зал спортивный №7,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,09:00-23:00,09:00-23:00,sport_gym
2991,Фитнес-клуб «Олимпик стар»,Западный административный округ,район Филёвский Парк,"Рублёвское шоссе, дом 10",(495) 320-94-00,55.739022502,37.440438467,зал спортивный №6,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,09:00-23:00,09:00-23:00,sport_gym
2992,Фитнес-клуб «Свим энд Джим»,Западный административный округ,район Проспект Вернадского,"улица Удальцова, дом 40",(499) 370-33-76,55.683872971,37.493287105,зал спортивный №1,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,sport_gym
2993,Фитнес-клуб «СпортСтар Шуваловский»,Западный административный округ,район Раменки,"Ломоносовский проспект, дом 29, корпус 3, строение 1",(495) 235-00-07,55.704451463,37.514533805,"зал спортивный №1, «зал групповых программ»",07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,09:00-22:00,09:00-22:00,sport_gym
2994,Фитнес-клуб «СпортСтар Шуваловский»,Западный административный округ,район Раменки,"Ломоносовский проспект, дом 29, корпус 3, строение 1",(495) 235-00-07,55.704502131,37.514477479,зал спортивный №2,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,09:00-22:00,09:00-22:00,sport_gym
2995,Фитнес-клуб «Студия ИМС тренировок»,Восточный административный округ,район Сокольники,"Стромынский переулок, дом 6",(495) 133-01-39,55.792498847,37.694307725,зал спортивный,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,sport_gym
2996,Фитнес-клуб «Центр йоги Йогабоди»,Восточный административный округ,район Преображенское,"Малая Семёновская улица, дом 5, строение 1",(926) 704-99-24,55.784724,37.707485,зал спортивный №2,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,sport_gym
2997,Фитнес-клуб «Центр йоги Йогабоди»,Восточный административный округ,район Преображенское,"Малая Семёновская улица, дом 5, строение 1",(926) 704-99-24,55.784724,37.707485,зал спортивный №1,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,sport_gym
2998,Фитнес-клуб «Манго»,Восточный административный округ,район Косино-Ухтомский,"улица Дмитриевского, дом 14",(495) 150-55-25,55.708765,37.885432,"зал спортивный, «Аэробный»",круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,sport_gym
2999,Фитнес-клуб «РеФорма»,Юго-Восточный административный округ,район Выхино-Жулебино,"Жулебинский бульвар, дом 36, корпус 1",(965) 408-01-99,55.685461363,37.84879715,зал тренажерный,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,10:00-18:00,10:00-18:00,sport_gym
3000,Центр гимнастики и акробатики «Оджим»,Восточный административный округ,район Косино-Ухтомский,"Лухмановская улица, дом 3",(499) 286-86-86,55.714640453,37.899723291,"зал спортивный, «Центр гимнастики и акробатики»",11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,10:00-17:00,10:00-17:00,sport_gym
3001,Школа фехтования «Вайлд кардс фенсинг»,Восточный административный округ,район Преображенское,"Электрозаводская улица, дом 21, строение 60",(906) 068-88-45,55.78688,37.702041,зал спортивный №2,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,sport_gym
3002,Школа фехтования «Вайлд кардс фенсинг»,Восточный административный округ,район Преображенское,"Электрозаводская улица, дом 21, строение 60",(906) 068-88-45,55.78688,37.702041,зал спортивный №1,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,sport_gym
3003,Фитнес-клуб «РеФорма»,Юго-Восточный административный округ,район Выхино-Жулебино,"Жулебинский бульвар, дом 36, корпус 1",(965) 408-01-99,55.685461363,37.84879715,зал спортивный,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,10:00-18:00,10:00-18:00,sport_gym
3004,Школа фехтования «Вайлд кардс фенсинг»,Восточный административный округ,район Преображенское,"Электрозаводская улица, дом 21, строение 60",(906) 068-88-45,55.78688,37.702041,зал спортивный №3,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,sport_gym
3005,Школа боевых искусств «ДоДзе»,Восточный административный округ,район Измайлово,"2-я Прядильная улица, дом 3А",(968) 036-19-99,55.79512,37.772334,зал спортивный,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,закрыто,sport_gym
3006,Фехтовально-стрелковый клуб «Риф»,Восточный административный округ,район Преображенское,"1-я улица Бухвостова, дом 12/11, корпус 1",(985) 119-14-96,55.797377,37.711779,"зал спортивный, «Фехтование, лучная стрельба»",круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,sport_gym
3007,Фитнес-клуб «Ту Би Джим»,Восточный административный округ,район Измайлово,"Первомайская улица, дом 1",(925) 444-58-30,55.790494,37.771139,зал спортивный,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-18:00,10:00-18:00,sport_gym
3008,Фитнес-клуб «Пауер»,Восточный административный округ,район Гольяново,"Алтайская улица, дом 19, строение 1А",(499) 530-22-13,55.821982,37.822748,"зал спортивный, «Бокс»",08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,09:00-22:00,09:00-22:00,sport_gym
3009,Фитнес-клуб «Пауер»,Восточный административный округ,район Гольяново,"Алтайская улица, дом 19, строение 1А",(499) 530-22-13,55.821982,37.822748,"зал спортивный, «Групповых программ»",08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,09:00-22:00,09:00-22:00,sport_gym
3010,Фитнес-клуб «Джи 2 с фитнес»,Восточный административный округ,район Преображенское,"Краснобогатырская улица, дом 90, строение 1",(495) 669-22-29,55.799775,37.710898,"зал спортивный, «Антигравити»",07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,10:00-20:00,10:00-20:00,sport_gym
3011,Фитнес-клуб «Манго Фитнес»,Восточный административный округ,район Ивановское,"Саянская улица, дом 7",(495) 118-40-65,55.768314,37.830518,"зал спортивный, «Групповых программ»",круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,sport_gym
3012,"Клуб «Юго-Восток», ул. Белореченская",Юго-Восточный административный округ,район Люблино,"Белореченская улица, дом 25, строение 2",(495) 362-17-08,55.672774532,37.79103861,зал спортивный,17:00-18:30,17:00-21:30,17:00-18:30,17:00-21:30,15:30-21:30,закрыто,закрыто,sport_gym
3013,Школа дзюдо и самбо «на Новокосинской»,Восточный административный округ,район Новокосино,"Новокосинская улица, дом 8, корпус 2",(968) 429-66-29,55.733584,37.856704,"зал спортивный, «Секции дзюдо и самбо»",16:30-21:30,16:30-21:30,16:30-21:30,16:30-21:30,16:30-21:30,10:00-13:30,закрыто,sport_gym
3014,Спортивный клуб айкидо и кудо «РОИЯКС»,Северо-Восточный административный округ,район Марьина Роща,"улица Образцова, дом 14",(985) 916-28-28,55.787973244,37.610116478,зал спортивный №1,07:00-20:00,07:00-20:00,07:00-20:00,07:00-20:00,07:00-20:00,10:00-20:00,10:00-20:00,sport_gym
3015,Фитнес-клуб «Олд Джим»,Восточный административный округ,район Богородское,"Погонный проезд, дом 3А",(925) 322-26-36,55.820147099,37.700624606,"зал спортивный, «Групповых программ»",07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,09:00-22:00,09:00-22:00,sport_gym
3016,Фитнес-клуб «РАШ»,Северо-Восточный административный округ,район Отрадное,"Алтуфьевское шоссе, дом 44",(495) 129-23-29,55.87463942,37.58802325,зал спортивный №6,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,10:00-23:00,10:00-23:00,sport_gym
3017,Фитнес-клуб «РАШ»,Северо-Восточный административный округ,район Отрадное,"Алтуфьевское шоссе, дом 44",(495) 129-23-29,55.87464319,37.588114445,зал спортивный №3,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,10:00-23:00,10:00-23:00,sport_gym
