,Name,AdmArea,District,Address,HelpPhone,Latitude,Longitude,NameSummer,понедельник,вторник,среда,четверг,пятница,суббота,воскресенье,Type
1115,Спортивно-досуговый центр «Люблино»,Юго-Восточный административный округ,район Люблино,"улица Маршала Кожедуба, дом 4, строение 1",(499) 722-02-93,55.668302137,37.786413783,зал спортивный №4,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,sport_gym
1116,Спортивно-досуговый центр «Люблино»,Юго-Восточный административный округ,район Люблино,"улица Маршала Кожедуба, дом 4, строение 1",(499) 722-02-93,55.668302137,37.786413783,зал спортивный №2,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,sport_gym
1117,Спортивно-досуговый центр «Люблино»,Юго-Восточный административный округ,район Люблино,"улица Маршала Кожедуба, дом 4, строение 1",(499) 722-02-93,55.668302137,37.786413783,зал спортивный №1,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,sport_gym
1118,Спортивный комплекс образовательного учреждения,Западный административный округ,район Дорогомилово,"Кутузовский проспект, дом 24А",(499) 243-63-10,55.74510945,37.544765876,зал спортивный,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,закрыто,sport_gym
1119,Государственное бюджетное учреждение Спортивно-досуговый центр «Люблино»,Юго-Восточный административный округ,район Люблино,"Ставропольский проезд, дом 17",(499) 722-02-93,55.678814033,37.800729497,зал спортивный №2,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,sport_gym
1120,Государственное бюджетное учреждение Спортивно-досуговый центр «Люблино»,Юго-Восточный административный округ,район Люблино,"Ставропольский проезд, дом 17",(499) 722-02-93,55.678814033,37.800729497,зал спортивный №3,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,sport_gym
1121,Государственное бюджетное учреждение Спортивно-досуговый центр «Люблино»,Юго-Восточный административный округ,район Люблино,"Ставропольский проезд, дом 17",(499) 722-02-93,55.678814033,37.800729497,зал спортивный №1,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,sport_gym
1122,"Клуб «Юго-Восток», ул. Энергетическая, д.5",Юго-Восточный административный округ,район Лефортово,"Энергетическая улица, дом 5",(495) 362-17-08,55.758706439,37.711655047,зал спортивный №2,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,sport_gym
1123,"Клуб «Юго-Восток», ул. Энергетическая, д.5",Юго-Восточный административный округ,район Лефортово,"Энергетическая улица, дом 5",(495) 362-17-08,55.758706439,37.711655047,зал спортивный №1,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,sport_gym
1124,Спортивный комплекс образовательного учреждения,Юго-Западный административный округ,район Южное Бутово,"улица Маршала Савицкого, дом 6, корпус 4",(499) 232-11-18,55.503391315,37.579263011,зал спортивный №2,18:30-21:00,18:30-21:00,18:30-21:00,18:30-21:00,18:30-21:00,09:00-18:00,закрыто,sport_gym
1125,Спортивный комплекс образовательного учреждения,Юго-Западный административный округ,район Южное Бутово,"улица Маршала Савицкого, дом 6, корпус 4",(499) 232-11-18,55.503217764,37.57918791,зал спортивный №1,15:30-21:00,18:30-21:00,18:30-21:00,18:30-21:00,18:30-21:00,09:00-18:00,закрыто,sport_gym
1126,Спортивный комплекс образовательного учреждения,Южный административный округ,район Бирюлёво Восточное,"Загорьевский проезд, дом 13",(495) 329-16-66,55.577974028,37.680395522,зал спортивный,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,sport_gym
1127,Спортивный комплекс образовательного учреждения,Восточный административный округ,район Измайлово,"Никитинская улица, дом 7",(499) 165-88-32,55.797027811,37.77361248,зал спортивный №2,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,sport_gym
1128,Досуговый центр «Стимул» на Серебряническом переулке,Центральный административный округ,Таганский район,"Серебрянический переулок, дом 9",(495) 911-12-81,55.75048538,37.647921823,зал спортивный,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,sport_gym
1129,Спортивный комплекс образовательного учреждения,Юго-Западный административный округ,район Ясенево,"Голубинская улица, дом 28, корпус 2",(495) 422-09-61,55.59398914,37.540740432,зал спортивный,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,sport_gym
1130,Спортивный комплекс образовательного учреждения,Западный административный округ,район Дорогомилово,"Украинский бульвар, дом 9",(499) 240-51-63,55.747601994,37.568252368,зал спортивный №2,16:00-21:00,16:00-21:00,16:00-21:00,16:00-21:00,16:00-21:00,08:00-15:00,закрыто,sport_gym
1131,Спортивный комплекс образовательного учреждения,Северный административный округ,Дмитровский район,"Учинская улица, дом 10",(495) 484-99-44,55.885285804,37.537162291,зал спортивный №2,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,sport_gym
1132,Спортивный комплекс образовательного учреждения,Зеленоградский административный округ,район Старое Крюково,"город Зеленоград, площадь Колумба, дом 1",(499) 731-14-61,55.987830116,37.189681091,зал спортивный,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,sport_gym
1133,Спортивный комплекс образовательного учреждения,Северный административный округ,Хорошёвский район,"Хорошёвское шоссе, дом 64А, строение 1",(495) 941-29-22,55.777604605,37.52911458,зал спортивный №1,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,sport_gym
1134,Спортивный комплекс среднего профессионального образовательного учреждения,Центральный административный округ,район Замоскворечье,"Дубининская улица, дом 25, строение 1",(495) 235-17-87,55.726290225,37.637766953,зал спортивный,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,sport_gym
1135,Спортивный комплекс образовательного учреждения,Юго-Западный административный округ,район Южное Бутово,"Изюмская улица, дом 61, корпус 2",(499) 232-83-18,55.541704246,37.563187661,зал спортивный №2,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,09:00-19:00,закрыто,sport_gym
